"Expiration Date","תאריך תפוגת הכרטיס"
"Message","הודעה"
"Redemption","Redemption"
"To the value of","To the value of"
"Choose an image: ","בחר בתמונת הכרטיס: "
"Select a template: ","בחר את תבנית הכרטיס: "
"Or upload your photo","Or upload your photo"
"Recommended size: ","Recommended size: "
"Enter value:","Enter value:"
"Select value:","סכום הכרטיס:"
"Yes","Yes"
"Send through post office","שלח את הכרטיס בדואר"
"Postal Address:","Postal Address:"
"Send Gift Card to friend","שלח את הכרטיס לחבר"
"Sender name (optional):","שם השולח (לא חובה):"
"Recipient name:","שם המקבל:"
"Sender name","שם השולח"
"Gift Card value: <span class=""regular-price"">%s</span>","סכום הכרטיס: <span class=""regular-price"">%s</span>"
"Recipient email address:","כתובת אימייל של מקבל הכרטיס:"
"You need to fill in your friend","You need to fill in your friend"
"Custom message","הודעה אישית"
"Characters Remaining: ","תווים שנותרו: "
"You cannot send Gift Card to yourself.","You cannot send Gift Card to yourself."
"Get notification email when your friend receives Gift Card","שלח לי הודעה במייל שהכרטיס מתקבל"
"Day to send","תאריך שליחת הכרטיס"
"Select Date","בחר תאריך"
"Time zone","Time zone"
"We cannot send a Gift Card on a date in the past. Please choose the sending date again.","We cannot send a Gift Card on a date in the past. Please choose the sending date again."
"Preview Gift Card","Preview Gift Card"
"From:","From:"
"To:","To:"
"Upload","Upload"
"Disallow filetype!","Disallow filetype!"
"To manage your Gift Card, please click <a target=""_blank"" href=""%s"">here</a>.","לניהול הכרטיס אנא הקלק <a target=""_blank"" href=""%s"">כאן</a>."
"To check your Gift card information, please click <a target=""_blank"" href=""%s"">here</a>.","למידע על הכרטיס הקלק <a target=""_blank"" href=""%s"">כאן</a>."
"You need to fill in your friend's address as the shipping address on checkout page. We will send this Gift Card to that address.","הכרטיס ישלח לכתובת השילוח שתזין בקופה"
"Neither gift codes nor gift card credit can be applied with coupon codes to get discount.","Neither gift codes nor gift card credit can be applied with coupon codes to get discount."
"Please remove your Gift Card information since you cannot use either gift codes or Gift Card credit balance to purchase other Gift Card products.","Please remove your Gift Card information since you cannot use either gift codes or Gift Card credit balance to purchase other Gift Card products."
"This Gift card limits the number of users","This Gift card limits the number of users"
"The maximum number of times to enter gift card code is %d!","The maximum number of times to enter gift card code is %d!"
"Your Gift Card information has been removed successfully.","Your Gift Card information has been removed successfully."
"Gift codes cannot be applied with coupon codes to get discount.","Gift codes cannot be applied with coupon codes to get discount."
"Invalid gift code. Please try again. ","Invalid gift code. Please try again. "
"You have %d times left to enter gift codes.","You have %d times left to enter gift codes."
"Gift Voucher ","Gift Voucher "
"You cannot apply both gift code and coupon code to get discount.","You cannot apply both gift code and coupon code to get discount."
"Invalid gift code. ","Invalid gift code. "
"Check Gift Card Balance","Check Gift Card Balance"
"Gift card was successfully removed","Gift card was successfully removed"
"The gift code usage has exceeded the number of users allowed.","The gift code usage has exceeded the number of users allowed."
"This gift code has already existed in your list.","כרטיס זה כבר קיים ברשימה שלך."
"The gift code has been added to your list successfully.","הכרטיס התווסף בהצלחה לרשימה שלך."
"%s - The current balance of this gift code is 0.","אין יתרה בכרטיס זה"
"Redeem to Gift Card credit balance","הועברה לשימוש בקופה"
"Redeemed by %s","Redeemed by %s"
"The Gift Card email has been failed to send.","The Gift Card email has been failed to send."
"The Gift Card email has been sent successfully.","The Gift Card email has been sent successfully."
"The Gift Card email cannot be sent to your friend!","The Gift Card email cannot be sent to your friend!"
"Image Saving Error!","Image Saving Error!"
"Gift Card ""%s"" has been removed successfully!","Gift Card ""%s"" has been removed successfully!"
"Gift card ""%s"" not found!","Gift card ""%s"" not found!"
"You have %d time(s) remaining to re-enter your Gift Card code.","You have %d time(s) remaining to re-enter your Gift Card code."
"You have %d time(s) remaining to re-enter Gift Card code.","You have %d time(s) remaining to re-enter Gift Card code."
"Gift code ""%s"" is not avaliable","Gift code ""%s"" is not avaliable"
"Gift card ""%s"" was successfully redeemed","כרטיס המתנה  ""%s"" was successfully redeemed"
"Gift code ""%s"" has usage conditions, you cannot redeem it to Gift Card credit.","Gift code ""%s"" has usage conditions, you cannot redeem it to Gift Card credit."
"Please note that gift code ""%s"" has been sent to your friend. When using, both you and your friend will share the same balance in the gift code.","Please note that gift code ""%s"" has been sent to your friend. When using, both you and your friend will share the same balance in the gift code."
"Gift code ""%s"" has been applied successfully.","Gift code ""%s"" has been applied successfully."
"This Gift card limits the number of users","This Gift card limits the number of users"
"Gift code ""%s"" is no longer available to use.","Gift code ""%s"" is no longer available to use."
"Your Gift Card(s) has been applied successfully.","Your Gift Card(s) has been applied successfully."
"Gift card ""%s"" is invalid.","Gift card ""%s"" is invalid."
"Gift card ""%s"" is not added.","Gift card ""%s"" is not added."
"Your Gift Card credit balance must be greater than 0.","Your Gift Card credit balance must be greater than 0."
"The balance must be greater than 0.","The balance must be greater than 0."
"Invalid data","Invalid data"
"The email address of Gift Card recipient does not exist.","The email address of Gift Card recipient does not exist."
"Email of Gift card Purchaser does not exist.","Email of Gift card Purchaser does not exist."
"Customer ID does not exist.","Customer ID does not exist."
"This Gift card limits the number of users","This Gift card limits the number of users"
" - The current balance of this gift code is 0."," - The current balance of this gift code is 0."
"Customer Redemption","הלקוח השתמש בכרטיס זה"
"Admin Update","Admin Update"
"Customer Spend","Customer Spend"
"Admin Refund","Admin Refund"
"Gift Card value","סכום הכרטיס:"
"Gift Card template","תבנית הכרטיס"
"Sender name","Sender name"
"Recipient name","Recipient name"
"Recipient email address","כתובת אימייל של מקבל הכרטיס"
"Custom message","הודעה אישית"
"Time zone","Time zone"
"Gift codes cannot be applied with coupon codes to get discount.","Gift codes cannot be applied with coupon codes to get discount."
"Spent on order %s","Spent on order %s"
"Used by %s %s","התממש %s %s"
"Gift Card Discount","Gift Card Discount"
"Gift Card Credit","Gift Card Credit"
"Active when order is complete","פעיל"
"Refund order %s","Refund order %s"
"Refund from order %s","Refund from order %s"
"Created for order %s","הזמנה %s"
"Created by customer %s %s","Created by customer %s %s"
"Please enter Gift Card information.","Please enter Gift Card information."
"Gift Card credit","כרטיס מתנה"
"Order","Order"
"Current Balance","Current Balance"
"Changed Time ","Changed Time "
"Refund to your Gift card code","Refund to your Gift card code"
"Refund to your credit balance","Refund to your credit balance"
"Sender name","Sender name"
"Recipient name","שם המקבל"
"Recipient email address","כתובת אימייל של מקבל הכרטיס"
"Ship to recipient","שלח בדואר"
"Recipient address","כתובת מקבל הכרטיס"
"Custom message","הודעה אישית"
"Select time zone","Select time zone"
"Use custom image","Use custom image"
"Recipient email","Recipient email"
"Sender Name","Sender Name"
"Giftcard Template","Giftcard Template"
"Send Gift Card to friend","שלח את הכרטיס לחבר"
"Email To Sender","Email To Sender"
"Amount","Amount"
"Giftcard Image","Giftcard Image"
"Use Custom Image","Use Custom Image"
"Notify when the recipient receives Gift Card.","Notify when the recipient receives Gift Card."
"The file uploaded has invalid format. Support jpg, jpeg, gif, png files only.","The file uploaded has invalid format. Support jpg, jpeg, gif, png files only."
"Exp: ","Exp: "
"From: ","From: "
"To: ","To: "
"Value ","Value "
"The gift code(s) has been used. You cannot apply a coupon code with gift codes to get discount.","The gift code(s) has been used. You cannot apply a coupon code with gift codes to get discount."
"An amount in your Gift Card credit has been used. You cannot apply a coupon code with Gift Card credit to get discount.","An amount in your Gift Card credit has been used. You cannot apply a coupon code with Gift Card credit to get discount."
"You cannot apply a coupon code with either gift codes or Gift Card credit at once to get discount.","You cannot apply a coupon code with either gift codes or Gift Card credit at once to get discount."
"A coupon code has been used. You cannot apply gift codes with the coupon to get discount.","A coupon code has been used. You cannot apply gift codes with the coupon to get discount."
"A coupon code has been used. You cannot apply gift codes or Gift Card credit with the coupon to get discount.","A coupon code has been used. You cannot apply gift codes or Gift Card credit with the coupon to get discount."
"Expired: ","Expired: "
"A coupon code has been used. You cannot apply Gift Card credit with the coupon to get discount.","A coupon code has been used. You cannot apply Gift Card credit with the coupon to get discount."
"Gift code ""%s"" was applied successfully.","Gift code ""%s"" was applied successfully."
"Your Message Here","הודעתך תופיע כאן"
"Add To My List","הוסף לרשימה שלי"
"Create","נוצרה"
"Update","עודכנה"
"Used","מומש"
